employment,country,edlevel,orgsize,yearscode,yearscodepro,currency,comptotal,age,year,comptotal_usd,edvalue,employment_value,lower_bound_orgsize,upper_bound_orgsize
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,20,15,United States dollar,110000.0,32,2019,110000.0,0,0,1000,4999
Employed full-time,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,5,5,European Euro,50000.0,31,2019,59000.0,2,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,4,2,United States dollar,95000.0,23,2019,95000.0,0,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,12,12,United States dollar,230000.0,37,2019,230000.0,2,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,18,13,United States dollar,170000.0,35,2019,170000.0,0,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,37,29,United States dollar,,54,2019,,0,0,20,99
"Independent contractor, freelancer, or self-employed",Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,27,21,European Euro,140000.0,43,2019,165200.0,0,1,5000,9999
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,14,9,United States dollar,200000.0,30,2019,200000.0,2,0,1000,4999
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,20,11,Pound sterling,48000.0,32,2019,65760.0,0,0,20,99
Employed full-time,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5000 to 9999 employees,29,28,European Euro,,51,2019,,3,0,5000,9999
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10000 or more employees,30,24,United States dollar,,48,2019,,5,0,10000,10001
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,15,9,Australian dollar,95000.0,30,2019,72200.0,0,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,5,2,United States dollar,120000.0,25,2019,120000.0,0,0,20,99
Employed full-time,Panama,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,17,17,United States dollar,120000.0,35,2019,120000.0,3,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,7,4,United States dollar,70000.0,25,2019,70000.0,0,0,500,999
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,20,3,United States dollar,,38,2019,,5,0,20,99
Employed full-time,Luxembourg,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,7,3,European Euro,,25,2019,,0,0,2,9
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,7,5,United States dollar,95000.0,34,2019,95000.0,2,0,10000,10001
Employed full-time,Germany,Some college/university study without earning a degree,100 to 499 employees,25,22,European Euro,75000.0,41,2019,88500.0,1,0,100,499
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,6,1,Pound sterling,32000.0,22,2019,43840.0,0,0,100,499
Employed full-time,United Kingdom,Some college/university study without earning a degree,100 to 499 employees,7,5,Pound sterling,40000.0,23,2019,54800.00000000001,1,0,100,499
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,10,7,European Euro,72000.0,29,2019,84960.0,0,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,22,16,United States dollar,160000.0,38,2019,160000.0,0,0,100,499
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,12,7,Pound sterling,37000.0,30,2019,50690.00000000001,0,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,21,10,United States dollar,180000.0,31,2019,180000.0,0,0,20,99
Employed full-time,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,25,16,United States dollar,7000.0,39,2019,7000.0,2,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,5,4,United States dollar,140000.0,27,2019,140000.0,2,0,2,9
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,25,20,United States dollar,400000.0,63,2019,400000.0,2,0,10,19
Employed full-time,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,24,19,Swiss franc,90000.0,40,2019,98100.0,2,0,10,19
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,6,Less than 1 year,United States dollar,35006.0,26,2019,35006.0,0,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,39,33,United States dollar,220000.0,54,2019,220000.0,0,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,28,18,United States dollar,150000.0,33,2019,150000.0,0,0,20,99
Employed full-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,11,7,United States dollar,120000.0,23,2019,120000.0,3,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,24,4,United States dollar,64000.0,32,2019,64000.0,0,0,20,99
Employed full-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,25,21,United States dollar,,37,2019,,3,0,20,99
Employed full-time,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,19,12,European Euro,3500.0,35,2019,4130.0,0,0,500,999
Employed full-time,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,7,3,European Euro,3430.0,25,2019,4047.3999999999996,2,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,25,22,United States dollar,,49,2019,,0,0,2,9
"Independent contractor, freelancer, or self-employed",Bulgaria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,18,13,European Euro,72000.0,33,2019,84960.0,0,1,20,99
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",2-9 employees,14,12,United States dollar,150000.0,34,2019,150000.0,5,0,2,9
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,15,11,United States dollar,92000.0,34,2019,92000.0,2,0,10,19
Employed full-time,Lithuania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,16,13,European Euro,2500.0,34,2019,2950.0,0,0,20,99
Employed full-time,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,12,2,European Euro,1426.0,24,2019,1682.6799999999998,0,0,20,99
Employed full-time,United States,I never completed any formal education,100 to 499 employees,10,10,United States dollar,,31,2019,,6,0,100,499
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,5,4,United States dollar,,28,2019,,2,0,1000,4999
Employed part-time,Canada,Some college/university study without earning a degree,10000 or more employees,3,1,Canadian dollar,60000.0,21,2019,48000.0,1,2,10000,10001
Employed full-time,France,Associate degree,1,35,29,European Euro,36000.0,47,2019,42480.0,4,0,1,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,14,11,United States dollar,150000.0,25,2019,150000.0,0,0,20,99
Employed full-time,Costa Rica,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,6,United States dollar,1600.0,29,2019,1600.0,0,0,20,99
Employed full-time,Netherlands,Associate degree,10 to 19 employees,8,4,European Euro,2000.0,24,2019,2360.0,4,0,10,19
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,6,4,United States dollar,82000.0,38,2019,82000.0,0,0,2,9
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,6,5,European Euro,,38,2019,,2,0,10,19
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,19,16,United States dollar,108000.0,44,2019,108000.0,0,1,10000,10001
Employed full-time,United States,Associate degree,5000 to 9999 employees,30,22,United States dollar,100000.0,44,2019,100000.0,4,0,5000,9999
Employed full-time,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,9,3,European Euro,4600.0,25,2019,5428.0,2,0,500,999
Employed full-time,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,25,17,European Euro,2000.0,32,2019,2360.0,2,0,2,9
"Independent contractor, freelancer, or self-employed",Austria,Some college/university study without earning a degree,1,25,25,European Euro,,47,2019,,1,1,1,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,34,25,United States dollar,140000.0,50,2019,140000.0,0,0,5000,9999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,18,11,United States dollar,80000.0,39,2019,80000.0,0,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,25,22,United States dollar,180000.0,43,2019,180000.0,0,0,20,99
Employed full-time,Australia,Some college/university study without earning a degree,5000 to 9999 employees,10,Less than 1 year,Australian dollar,90000.0,21,2019,68400.0,1,0,5000,9999
Employed full-time,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,3,3,European Euro,50000.0,35,2019,59000.0,2,0,20,99
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,22,13,Pound sterling,,35,2019,,0,0,2,9
Employed full-time,Italy,Some college/university study without earning a degree,10 to 19 employees,10,1,European Euro,22000.0,21,2019,25960.0,1,0,10,19
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,16,16,United States dollar,,41,2019,,0,1,1,10001
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10000 or more employees,10,5,United States dollar,,27,2019,,5,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,24,20,United States dollar,200000.0,41,2019,200000.0,2,0,500,999
"Independent contractor, freelancer, or self-employed",Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,37,36,Australian dollar,,55,2019,,0,1,1,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,11,6,United States dollar,,30,2019,,0,0,10000,10001
Employed full-time,Italy,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,15,10,European Euro,1400.0,35,2019,1652.0,5,0,20,99
Employed full-time,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,12,10,Canadian dollar,,35,2019,,2,0,20,99
Employed full-time,Ecuador,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,24,20,United States dollar,,41,2019,,2,0,500,999
Employed full-time,Portugal,Some college/university study without earning a degree,20 to 99 employees,29,14,European Euro,2400.0,35,2019,2832.0,1,0,20,99
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10000 or more employees,14,14,United States dollar,130000.0,36,2019,130000.0,5,0,10000,10001
Employed full-time,Canada,Some college/university study without earning a degree,1000 to 4999 employees,20,11,Canadian dollar,100000.0,36,2019,80000.0,1,0,1000,4999
Employed full-time,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,12,7,European Euro,50000.0,27,2019,59000.0,0,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,10,United States dollar,125000.0,36,2019,125000.0,0,0,20,99
"Independent contractor, freelancer, or self-employed",United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,25,15,Pound sterling,,38,2019,,2,1,1,10001
Employed full-time,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,9,5,New Zealand dollar,91500.0,29,2019,66795.0,0,0,100,499
"Independent contractor, freelancer, or self-employed",Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,20,15,Swiss franc,126000.0,30,2019,137340.0,0,1,10,19
Employed full-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1000 to 4999 employees,2,2,European Euro,1045.0,18,2019,1233.1,3,0,1000,4999
Employed full-time,France,I never completed any formal education,20 to 99 employees,3,Less than 1 year,European Euro,2000.0,23,2019,2360.0,6,0,20,99
Employed full-time,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,4,Less than 1 year,European Euro,25000.0,22,2019,29500.0,0,0,20,99
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,8,2,European Euro,,22,2019,,0,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,10,5,United States dollar,60000.0,31,2019,60000.0,0,0,100,499
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5000 to 9999 employees,9,5,European Euro,55000.0,29,2019,64900.0,2,0,5000,9999
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,32,3,European Euro,80000.0,39,2019,94400.0,2,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,5,2,United States dollar,100000.0,24,2019,100000.0,0,0,100,499
Employed full-time,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,26,10,United States dollar,,45,2019,,0,0,20,99
Employed full-time,United States,Some college/university study without earning a degree,1000 to 4999 employees,7,4,United States dollar,130000.0,32,2019,130000.0,1,0,1000,4999
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,15,9,European Euro,,36,2019,,0,0,10000,10001
Employed full-time,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,16,18,European Euro,,47,2019,,0,0,20,99
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,23,8,European Euro,4626.0,37,2019,5458.679999999999,2,0,2,9
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10 to 19 employees,11,3,United States dollar,75000.0,30,2019,75000.0,5,0,10,19
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,5,3,United States dollar,68000.0,23,2019,68000.0,0,0,1,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,9,2,United States dollar,150000.0,22,2019,150000.0,0,0,1000,4999
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,5,1,European Euro,28000.0,23,2019,33040.0,2,0,10,19
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,30,24,Pound sterling,3650.0,45,2019,5000.5,2,0,1,10001
Employed full-time,Canada,Associate degree,100 to 499 employees,32,9,Canadian dollar,75500.0,40,2019,60400.0,4,0,100,499
Employed full-time,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,10,2,European Euro,1200.0,27,2019,1416.0,2,0,20,99
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,8,3,United States dollar,120000.0,28,2019,120000.0,2,0,20,99
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,25,20,Australian dollar,150000.0,43,2019,114000.0,0,0,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,20,15,United States dollar,72600.0,39,2019,72600.0,0,0,20,99
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,5,5,Pound sterling,75000.0,39,2019,102750.00000000001,2,0,20,99
"Independent contractor, freelancer, or self-employed",Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,16,7,European Euro,7000.0,26,2019,8260.0,0,1,1,10001
Employed part-time,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,15,12,Swiss franc,130000.0,36,2019,141700.0,0,2,1000,4999
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",1000 to 4999 employees,20,15,United States dollar,121000.0,36,2019,121000.0,5,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,9,8,United States dollar,130000.0,27,2019,130000.0,0,0,500,999
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,15,9,Pound sterling,70000.0,31,2019,95900.00000000001,2,0,10000,10001
